loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d
15000,12.69,150000.0,4 years,B,RENT,other,Charged Off,Oct-2011
24000,10.91,300000.0,5 years,B,RENT,credit_card,Fully Paid,Dec-2017
3500,13.99,30000.0,< 1 year,C,OWN,credit_card,Charged Off,Oct-2016
35000,14.46,98000.0,10+ years,C,MORTGAGE,credit_card,Charged Off,Feb-2016
32000,10.47,50000.0,4 years,B,MORTGAGE,debt_consolidation,Current,Nov-2018
15900,11.14,70000.0,< 1 year,B,RENT,debt_consolidation,Fully Paid,Jun-2013
35000,15.04,81000.0,,C,MORTGAGE,debt_consolidation,Current,Apr-2018
14800,16.99,45000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Sep-2015
9600,6.92,160000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,May-2015
34475,24.99,65000.0,10+ years,F,MORTGAGE,debt_consolidation,Fully Paid,Feb-2016
20000,7.26,60697.0,2 years,A,MORTGAGE,debt_consolidation,Fully Paid,Jul-2015
14700,26.3,55000.0,4 years,E,MORTGAGE,debt_consolidation,Charged Off,Sep-2017
26500,15.59,65000.0,10+ years,D,MORTGAGE,credit_card,Fully Paid,Jan-2015
20000,8.46,90000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Sep-2018
10575,17.77,45000.0,2 years,D,RENT,debt_consolidation,Fully Paid,Nov-2012
12000,8.39,50000.0,,B,RENT,debt_consolidation,Current,Jun-2016
9000,5.32,43000.0,,A,OWN,credit_card,Fully Paid,Feb-2016
35000,7.84,90000.0,10+ years,A,RENT,debt_consolidation,Current,Sep-2018
12000,7.84,59500.0,10+ years,A,RENT,debt_consolidation,Current,Nov-2018
16000,6.67,126034.0,3 years,A,RENT,credit_card,Current,Aug-2018
12000,8.67,59000.0,6 years,B,OWN,debt_consolidation,Fully Paid,Feb-2015
3500,17.57,105000.0,10+ years,D,RENT,vacation,Charged Off,May-2015
23000,10.99,103000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Apr-2015
12000,19.05,70000.0,10+ years,D,RENT,credit_card,Fully Paid,Jul-2013
15000,10.75,40000.0,4 years,B,MORTGAGE,debt_consolidation,Fully Paid,Mar-2016
14000,11.99,52000.0,< 1 year,C,RENT,home_improvement,Charged Off,Jun-2016
18500,10.08,75350.0,10+ years,B,RENT,credit_card,Current,Oct-2018
24000,28.72,45000.0,3 years,F,MORTGAGE,debt_consolidation,Current,Aug-2018
4375,14.09,50000.0,4 years,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2012
10000,15.02,152320.0,1 year,C,MORTGAGE,home_improvement,Late (31-120 days),Oct-2018
11325,14.47,56200.0,< 1 year,C,MORTGAGE,debt_consolidation,Charged Off,Jan-2014
5000,8.24,41600.0,6 years,B,RENT,debt_consolidation,Fully Paid,Dec-2016
3000,12.59,60000.0,,C,MORTGAGE,credit_card,Fully Paid,Dec-2015
15000,24.5,120000.0,7 years,F,MORTGAGE,other,Fully Paid,Aug-2013
5000,12.99,40000.0,5 years,C,RENT,debt_consolidation,Fully Paid,Nov-2014
21600,11.53,70000.0,10+ years,B,MORTGAGE,home_improvement,Current,Apr-2015
25000,7.26,150000.0,5 years,A,MORTGAGE,credit_card,Fully Paid,Jul-2015
7825,25.57,40000.0,< 1 year,F,MORTGAGE,small_business,Charged Off,Apr-2014
3000,11.22,96000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2015
4000,10.99,49500.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jul-2015
20000,10.42,110000.0,10+ years,B,MORTGAGE,credit_card,Fully Paid,Jul-2017
15475,23.88,52000.0,7 years,E,MORTGAGE,debt_consolidation,Current,Sep-2017
11000,7.99,150000.0,1 year,A,RENT,debt_consolidation,Current,Apr-2017
12000,14.47,42000.0,10+ years,C,OWN,debt_consolidation,Current,Dec-2018
8400,9.17,60000.0,< 1 year,B,MORTGAGE,credit_card,Fully Paid,Aug-2015
12450,28.69,54000.0,5 years,F,RENT,debt_consolidation,Late (31-120 days),Mar-2017
5500,6.49,29000.0,< 1 year,A,MORTGAGE,credit_card,Fully Paid,Jan-2015
16000,13.49,36000.0,5 years,C,OWN,debt_consolidation,Current,Apr-2017
1500,13.44,37500.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Jan-2016
10000,12.74,47000.0,6 years,C,MORTGAGE,debt_consolidation,Current,Jan-2017
26375,13.35,78000.0,2 years,C,MORTGAGE,debt_consolidation,Fully Paid,May-2014
15000,24.84,32000.0,8 years,E,RENT,other,Current,Apr-2018
18500,17.22,38000.0,5 years,G,RENT,debt_consolidation,Does not meet the credit policy. Status:Fully Paid,Jan-2008
6000,9.17,85000.0,7 years,B,MORTGAGE,credit_card,Fully Paid,Mar-2015
7000,19.99,23000.0,1 year,D,RENT,other,Fully Paid,Nov-2016
20675,9.44,225000.0,3 years,B,MORTGAGE,debt_consolidation,Current,Jul-2017
6100,26.24,44500.0,6 years,E,RENT,medical,Current,Dec-2016
3000,13.99,46000.0,5 years,C,RENT,other,Charged Off,Oct-2016
3600,14.64,30000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Apr-2014
14000,6.03,104000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Feb-2013
30000,14.07,155000.0,8 years,C,RENT,home_improvement,Current,Feb-2018
20000,11.06,85000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Oct-2018
16000,23.13,87981.97,10+ years,F,RENT,debt_consolidation,Fully Paid,May-2016
21000,15.61,76300.0,6 years,D,MORTGAGE,debt_consolidation,Fully Paid,Jul-2014
5000,11.44,54000.0,3 years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2015
12000,11.14,60000.0,10+ years,B,OWN,debt_consolidation,Fully Paid,Apr-2013
1950,18.25,80000.0,10+ years,D,RENT,debt_consolidation,Fully Paid,Feb-2016
6000,16.01,22000.0,2 years,C,RENT,other,Current,Mar-2018
30000,13.66,87400.0,3 years,C,MORTGAGE,debt_consolidation,Current,Jan-2015
5300,13.68,23000.0,8 years,C,RENT,credit_card,Charged Off,Jul-2013
10000,18.54,37000.0,2 years,E,RENT,debt_consolidation,Charged Off,Nov-2014
30000,22.47,70000.0,10+ years,E,RENT,debt_consolidation,Fully Paid,Apr-2013
40000,6.11,102000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Sep-2018
8125,9.49,34000.0,,B,RENT,credit_card,Fully Paid,Jul-2016
4000,11.98,52000.0,5 years,B,RENT,debt_consolidation,Current,Mar-2018
18000,16.29,65000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Oct-2014
2800,11.99,75000.0,7 years,C,MORTGAGE,car,Current,Mar-2016
28000,20.0,135000.0,7 years,D,MORTGAGE,debt_consolidation,Late (31-120 days),Jan-2018
5500,6.08,180064.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Nov-2017
16000,5.32,130000.0,1 year,A,MORTGAGE,debt_consolidation,Current,May-2016
35000,11.99,225000.0,8 years,C,OWN,debt_consolidation,Current,Mar-2016
23300,18.25,60000.0,10+ years,D,MORTGAGE,debt_consolidation,Current,Mar-2014
1000,23.88,89000.0,10+ years,E,MORTGAGE,other,Fully Paid,Nov-2017
35000,12.99,276000.0,5 years,C,MORTGAGE,debt_consolidation,Current,Dec-2014
16800,10.16,55000.0,4 years,B,MORTGAGE,credit_card,Fully Paid,Mar-2013
30000,13.99,66000.0,2 years,C,MORTGAGE,credit_card,Fully Paid,Jan-2016
26000,17.47,85000.0,10+ years,D,RENT,debt_consolidation,Current,May-2018
30000,25.99,120000.0,8 years,G,OWN,other,Fully Paid,Aug-2013
14000,11.44,70000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Jan-2015
18000,16.55,46176.0,< 1 year,D,OWN,debt_consolidation,Fully Paid,May-2015
24000,30.94,76000.0,5 years,G,MORTGAGE,house,Fully Paid,Jun-2017
4650,18.99,44000.0,< 1 year,D,MORTGAGE,other,Charged Off,Apr-2016
3000,10.07,20000.0,6 years,B,OWN,major_purchase,Current,Jul-2018
32475,20.39,170000.0,10+ years,D,MORTGAGE,debt_consolidation,In Grace Period,Mar-2018
4800,11.53,38000.0,3 years,B,OWN,debt_consolidation,Fully Paid,Apr-2015
7000,12.73,60000.0,1 year,B,RENT,debt_consolidation,Current,Oct-2018
18000,7.89,77000.0,10+ years,A,MORTGAGE,home_improvement,Current,Mar-2016
5000,7.46,60000.0,< 1 year,A,MORTGAGE,debt_consolidation,Current,Jun-2018
8400,11.14,54046.0,10+ years,B,MORTGAGE,debt_consolidation,Charged Off,Apr-2013
10000,10.99,63000.0,9 years,B,RENT,credit_card,Current,Aug-2016
15700,21.49,50000.0,9 years,D,OWN,small_business,Charged Off,Nov-2016
3000,10.99,30000.0,3 years,B,MORTGAGE,debt_consolidation,Fully Paid,Nov-2015
4200,6.11,65000.0,6 years,A,MORTGAGE,debt_consolidation,Current,Jul-2018
20000,7.97,120000.0,10+ years,A,MORTGAGE,credit_card,Current,May-2017
7225,9.16,70000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Mar-2016
21000,13.98,131053.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Oct-2014
15100,19.99,42000.0,1 year,E,RENT,debt_consolidation,Fully Paid,May-2015
14000,7.21,67000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Oct-2018
7500,6.72,44500.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Dec-2017
8000,6.39,75000.0,9 years,A,RENT,debt_consolidation,Fully Paid,Apr-2015
11000,6.19,85992.0,8 years,A,RENT,credit_card,Current,May-2018
13125,8.18,50000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Jun-2015
16000,8.18,100000.0,,B,OWN,debt_consolidation,Fully Paid,Jul-2015
15000,9.17,47000.0,< 1 year,B,RENT,credit_card,Fully Paid,Oct-2014
12000,7.21,59772.0,,A,RENT,debt_consolidation,Current,Jul-2018
11675,28.69,54000.0,3 years,F,RENT,debt_consolidation,Charged Off,Feb-2017
12000,14.46,80000.0,3 years,C,OWN,debt_consolidation,Fully Paid,Feb-2016
16000,14.47,130000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Oct-2018
14000,15.99,55000.0,3 years,C,RENT,debt_consolidation,Fully Paid,Jan-2017
10000,9.93,60200.0,1 year,B,RENT,debt_consolidation,Fully Paid,Dec-2017
5000,10.99,50000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
8000,10.42,60000.0,10+ years,B,MORTGAGE,home_improvement,Current,Aug-2017
12000,16.02,48600.0,10+ years,C,OWN,credit_card,Current,May-2017
10000,22.35,60000.0,2 years,D,MORTGAGE,debt_consolidation,Current,Nov-2018
15000,15.49,79900.0,10+ years,C,MORTGAGE,debt_consolidation,Current,May-2018
7225,16.49,23520.0,2 years,D,MORTGAGE,debt_consolidation,Charged Off,Jan-2015
12000,8.46,70000.0,10+ years,A,MORTGAGE,home_improvement,Current,Oct-2018
8500,13.99,31200.0,1 year,C,OWN,debt_consolidation,Fully Paid,Jan-2017
40000,6.46,300000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Dec-2018
4000,6.72,75000.0,5 years,A,MORTGAGE,vacation,Current,Nov-2017
30000,13.49,68000.0,10+ years,C,RENT,debt_consolidation,Charged Off,Jul-2016
8000,11.99,39900.0,7 years,B,OWN,debt_consolidation,Fully Paid,Jun-2017
7925,17.27,30000.0,10+ years,D,OWN,credit_card,Fully Paid,Mar-2016
20000,15.61,50000.0,5 years,D,RENT,debt_consolidation,Current,Oct-2015
8000,12.79,63000.0,4 years,C,RENT,debt_consolidation,Charged Off,Sep-2016
11875,19.19,33044.0,,E,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
25000,13.35,95000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jul-2014
14425,19.99,57000.0,,D,MORTGAGE,credit_card,Charged Off,Dec-2016
5000,6.72,65000.0,6 years,A,RENT,debt_consolidation,Fully Paid,Feb-2018
12175,14.3,50000.0,5 years,C,MORTGAGE,home_improvement,Fully Paid,Nov-2013
16375,14.09,70000.0,1 year,B,RENT,debt_consolidation,Fully Paid,Sep-2012
22000,23.99,50000.0,< 1 year,E,MORTGAGE,debt_consolidation,Charged Off,Jan-2017
10000,7.62,75000.0,,A,MORTGAGE,debt_consolidation,Fully Paid,Jul-2013
18000,12.29,87000.0,< 1 year,C,RENT,debt_consolidation,Fully Paid,Sep-2015
27200,7.99,103400.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Apr-2017
17000,13.99,48000.0,2 years,C,MORTGAGE,debt_consolidation,Current,Jan-2017
18000,10.99,70000.0,10+ years,B,OWN,credit_card,Fully Paid,Jul-2015
5000,6.72,122240.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Dec-2017
9200,15.31,90000.0,4 years,C,MORTGAGE,credit_card,Fully Paid,Aug-2012
12000,13.33,77000.0,10+ years,C,MORTGAGE,other,Fully Paid,Jun-2015
4800,16.02,105433.0,10+ years,C,MORTGAGE,other,Current,Dec-2017
12700,22.91,135000.0,3 years,E,RENT,debt_consolidation,Current,Jan-2018
25025,14.46,52153.0,4 years,C,RENT,debt_consolidation,Current,Apr-2016
35000,6.89,130000.0,< 1 year,A,RENT,credit_card,Fully Paid,Aug-2015
28000,7.89,280000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Mar-2015
20000,6.39,102000.0,< 1 year,A,MORTGAGE,debt_consolidation,Fully Paid,Apr-2015
20000,13.59,50000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Sep-2017
7000,10.08,170000.0,1 year,B,MORTGAGE,credit_card,Current,Jul-2018
27000,20.69,170000.0,10+ years,E,MORTGAGE,debt_consolidation,Charged Off,Jun-2011
16000,9.49,45000.0,2 years,B,OWN,credit_card,Charged Off,Sep-2016
8000,10.16,25000.0,1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Jul-2013
5000,10.99,50000.0,,B,MORTGAGE,other,Fully Paid,Apr-2014
10000,16.99,24000.0,4 years,D,MORTGAGE,credit_card,Late (31-120 days),Jul-2014
20000,15.99,73000.0,10+ years,C,RENT,debt_consolidation,Current,Dec-2016
22550,11.49,47000.0,10+ years,B,RENT,debt_consolidation,Current,Jul-2016
6800,19.03,20000.0,4 years,D,RENT,debt_consolidation,Charged Off,Aug-2017
35000,17.86,88000.0,10+ years,D,OWN,debt_consolidation,Charged Off,Jan-2015
13600,13.59,34000.0,,C,RENT,debt_consolidation,Current,Jul-2017
10500,10.99,130000.0,< 1 year,B,OWN,credit_card,Fully Paid,May-2015
15000,11.99,65000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Dec-2015
9000,7.02,49000.0,4 years,A,RENT,debt_consolidation,Current,Nov-2018
7000,9.17,43000.0,9 years,B,RENT,debt_consolidation,Fully Paid,Jul-2015
28800,13.99,70000.0,10+ years,C,OWN,credit_card,Late (31-120 days),May-2017
5000,11.49,80000.0,7 years,B,MORTGAGE,other,Current,Feb-2017
17500,12.62,90000.0,2 years,C,MORTGAGE,home_improvement,Current,Dec-2017
1200,13.06,60000.0,< 1 year,C,RENT,major_purchase,Current,Jun-2018
25000,9.93,78000.0,10+ years,B,RENT,debt_consolidation,Current,May-2017
28000,7.89,225000.0,10+ years,A,MORTGAGE,credit_card,Fully Paid,Feb-2016
5800,13.49,40000.0,6 years,C,OWN,debt_consolidation,Current,Apr-2017
16000,11.99,89000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Mar-2014
20300,9.93,65000.0,10+ years,B,MORTGAGE,house,Current,Feb-2018
24000,13.67,75000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2013
2000,6.99,65000.0,1 year,A,MORTGAGE,medical,Fully Paid,Feb-2017
23825,6.03,240000.0,9 years,A,MORTGAGE,debt_consolidation,Fully Paid,Feb-2013
12000,10.16,63000.0,7 years,B,MORTGAGE,credit_card,Fully Paid,Sep-2012
16000,9.44,91000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Jul-2017
17000,9.44,86000.0,6 years,B,RENT,debt_consolidation,Current,Sep-2017
30000,30.99,85000.0,< 1 year,G,OWN,debt_consolidation,Charged Off,Aug-2016
14825,13.33,64000.0,2 years,C,MORTGAGE,debt_consolidation,Fully Paid,Mar-2015
4425,17.86,38000.0,,D,RENT,moving,Fully Paid,Nov-2015
28000,8.18,84000.0,,B,MORTGAGE,credit_card,Current,Jul-2015
28000,16.2,115000.0,10+ years,C,RENT,major_purchase,Fully Paid,Dec-2013
17000,14.08,75000.0,,C,RENT,credit_card,Current,Nov-2017
9650,15.61,65000.0,4 years,C,MORTGAGE,debt_consolidation,Fully Paid,Apr-2014
10000,17.14,56000.0,,D,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
3000,14.47,47000.0,10+ years,C,MORTGAGE,medical,Current,Jul-2018
30000,11.47,100000.0,< 1 year,B,MORTGAGE,home_improvement,Fully Paid,Mar-2016
12000,5.32,95000.0,< 1 year,A,MORTGAGE,credit_card,Fully Paid,Feb-2016
12000,12.74,94000.0,7 years,C,MORTGAGE,home_improvement,Fully Paid,Oct-2016
15000,10.75,45000.0,5 years,B,RENT,debt_consolidation,Charged Off,Mar-2016
16000,7.21,93000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Jul-2018
24925,17.86,50000.0,8 years,D,RENT,debt_consolidation,Current,Jan-2015
17000,12.69,80000.0,10+ years,C,RENT,debt_consolidation,Charged Off,Mar-2015
9600,12.88,71000.0,< 1 year,C,MORTGAGE,credit_card,Fully Paid,Jan-2016
15000,9.99,72000.0,< 1 year,B,RENT,debt_consolidation,Fully Paid,Jun-2015
10000,7.99,65000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Mar-2017
8500,12.29,50000.0,10+ years,C,MORTGAGE,debt_consolidation,Charged Off,May-2015
21000,6.99,120000.0,6 years,A,MORTGAGE,debt_consolidation,Fully Paid,Nov-2016
16000,11.49,47500.0,< 1 year,B,RENT,credit_card,Fully Paid,Dec-2016
18400,18.06,88000.0,4 years,D,RENT,debt_consolidation,Current,Dec-2017
2800,16.99,108000.0,10+ years,D,RENT,other,Charged Off,Oct-2016
12250,12.39,46743.7,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
8000,17.09,85000.0,10+ years,D,MORTGAGE,home_improvement,Charged Off,Jul-2017
12000,10.49,140000.0,10+ years,B,MORTGAGE,credit_card,Charged Off,Apr-2017
2000,9.99,70720.0,1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
4000,18.75,39000.0,4 years,D,RENT,car,Fully Paid,Mar-2013
6300,16.29,21000.0,9 years,D,RENT,debt_consolidation,Fully Paid,May-2016
21000,9.17,150000.0,10+ years,B,MORTGAGE,other,Fully Paid,Sep-2015
12000,10.49,53000.0,6 years,B,MORTGAGE,debt_consolidation,Current,Jul-2016
6000,11.39,25000.0,2 years,B,RENT,credit_card,Fully Paid,Oct-2016
30000,14.46,72000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Apr-2016
35000,7.89,335000.0,10+ years,A,MORTGAGE,credit_card,Fully Paid,Feb-2016
5000,7.21,52000.0,10+ years,A,OWN,other,Current,Oct-2018
15175,19.13,55000.0,< 1 year,F,RENT,small_business,Fully Paid,Dec-2009
14400,10.33,37000.0,3 years,B,MORTGAGE,debt_consolidation,Current,Nov-2018
10625,13.11,45000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jun-2013
7000,15.99,36000.0,5 years,C,RENT,debt_consolidation,Current,Dec-2016
7200,5.31,180000.0,10+ years,A,MORTGAGE,moving,Current,Jun-2018
12000,15.61,45000.0,5 years,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2014
9000,8.24,75000.0,1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2017
9000,12.99,73000.0,2 years,C,RENT,debt_consolidation,Current,Apr-2016
4075,20.49,12000.0,< 1 year,E,RENT,moving,Fully Paid,Feb-2015
10000,18.75,48000.0,3 years,D,RENT,debt_consolidation,Fully Paid,May-2013
35000,6.72,16345.0,,A,MORTGAGE,credit_card,Current,Jan-2018
12000,12.74,70000.0,2 years,C,RENT,credit_card,Fully Paid,Dec-2016
17600,19.19,46440.0,10+ years,E,MORTGAGE,debt_consolidation,Charged Off,Oct-2015
12000,12.62,62944.0,3 years,C,MORTGAGE,other,Current,Oct-2017
9600,8.99,50000.0,10+ years,B,RENT,car,Fully Paid,Jul-2016
25000,6.0,100000.0,6 years,B,MORTGAGE,small_business,Current,Oct-2017
17500,14.99,68000.0,< 1 year,C,RENT,debt_consolidation,Fully Paid,Mar-2017
23525,18.25,65000.0,10+ years,D,MORTGAGE,credit_card,Current,May-2016
7000,9.75,95000.0,10+ years,B,MORTGAGE,other,Fully Paid,Apr-2016
10000,9.76,54500.0,< 1 year,B,RENT,debt_consolidation,Fully Paid,Dec-2015
13000,7.89,85000.0,6 years,A,MORTGAGE,debt_consolidation,Fully Paid,Mar-2015
21000,16.02,100000.0,1 year,C,RENT,debt_consolidation,Current,Dec-2017
22325,10.74,129996.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Apr-2012
13000,6.24,50000.0,1 year,A,MORTGAGE,debt_consolidation,Fully Paid,Jul-2015
25000,5.32,250000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
24000,18.25,93000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Feb-2014
5000,19.42,43000.0,< 1 year,D,RENT,debt_consolidation,Current,Apr-2018
14000,10.33,160000.0,10+ years,B,RENT,credit_card,Current,Nov-2018
25000,7.9,137974.0,10+ years,A,MORTGAGE,credit_card,Fully Paid,Apr-2014
16000,13.99,125000.0,8 years,C,OWN,credit_card,Current,Mar-2015
15000,9.16,92000.0,10+ years,B,RENT,debt_consolidation,Charged Off,Mar-2016
28000,14.47,113284.9,10+ years,C,RENT,debt_consolidation,Current,Sep-2018
12000,7.97,56000.0,2 years,A,OWN,car,Fully Paid,Nov-2017
12025,22.74,60000.0,3 years,E,RENT,debt_consolidation,Fully Paid,Nov-2016
12800,12.12,31000.0,5 years,B,RENT,credit_card,Fully Paid,Apr-2012
15000,24.37,98000.0,6 years,E,MORTGAGE,debt_consolidation,Current,Dec-2018
24100,15.61,68000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
12000,18.94,80000.0,6 years,D,RENT,credit_card,Current,Nov-2018
30000,10.91,65000.0,10+ years,B,OWN,home_improvement,Fully Paid,Jun-2017
24000,8.67,160000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2015
1600,10.49,24000.0,,B,OWN,medical,Fully Paid,Jan-2015
6000,5.32,100000.0,10+ years,A,MORTGAGE,credit_card,Fully Paid,Apr-2016
6000,13.59,90000.0,4 years,C,RENT,other,Fully Paid,Jan-2018
24000,13.98,340000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jan-2014
15000,16.59,48384.0,,D,MORTGAGE,debt_consolidation,Fully Paid,Apr-2014
25000,12.74,170000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,May-2017
10000,13.06,45000.0,10+ years,C,RENT,debt_consolidation,Current,Jun-2018
12000,13.56,33600.0,4 years,C,RENT,credit_card,Current,Oct-2018
10000,16.2,102000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Oct-2013
8350,13.99,35000.0,6 years,C,RENT,debt_consolidation,Current,Mar-2017
5000,6.97,64000.0,6 years,A,MORTGAGE,debt_consolidation,Fully Paid,Apr-2016
6000,6.99,35000.0,4 years,A,RENT,debt_consolidation,Fully Paid,Jun-2016
6000,11.49,32500.0,4 years,B,RENT,credit_card,Fully Paid,Mar-2017
12000,6.07,30000.0,10+ years,A,MORTGAGE,other,Current,May-2018
15000,19.99,52000.0,5 years,E,RENT,debt_consolidation,Charged Off,Jun-2015
35000,23.99,88900.0,< 1 year,F,RENT,debt_consolidation,Charged Off,May-2015
12000,13.98,52000.0,10+ years,C,OWN,credit_card,Fully Paid,Jun-2014
8000,10.41,46000.0,10+ years,B,MORTGAGE,home_improvement,Fully Paid,Feb-2018
40000,19.99,132000.0,10+ years,D,MORTGAGE,major_purchase,Current,Dec-2016
6525,9.16,20000.0,,B,OWN,credit_card,Fully Paid,Mar-2016
5000,11.53,27000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
35000,14.85,100000.0,7 years,C,MORTGAGE,home_improvement,Fully Paid,Dec-2015
26000,15.05,48000.0,10+ years,C,RENT,debt_consolidation,Current,Nov-2017
25200,14.65,145000.0,3 years,C,MORTGAGE,debt_consolidation,Current,Sep-2015
15000,12.29,70000.0,2 years,C,MORTGAGE,credit_card,Fully Paid,Aug-2015
28000,24.5,81000.0,4 years,F,MORTGAGE,debt_consolidation,Fully Paid,Jul-2013
40000,7.07,140000.0,1 year,A,MORTGAGE,credit_card,Current,Jun-2017
4550,18.25,35000.0,2 years,E,MORTGAGE,home_improvement,Fully Paid,Sep-2015
10650,16.99,103000.0,10+ years,D,MORTGAGE,other,Fully Paid,Mar-2017
35000,18.25,130000.0,10+ years,E,MORTGAGE,credit_card,Fully Paid,Aug-2015
6000,18.85,120000.0,< 1 year,D,RENT,moving,Fully Paid,Jul-2013
20975,11.99,60000.0,1 year,C,RENT,debt_consolidation,Fully Paid,Apr-2016
6000,6.71,74954.0,2 years,A,MORTGAGE,credit_card,Current,Apr-2018
7000,10.15,54000.0,10+ years,B,MORTGAGE,debt_consolidation,Charged Off,Oct-2014
28000,17.86,71346.0,6 years,D,MORTGAGE,debt_consolidation,Charged Off,Aug-2015
8400,11.47,123000.0,10+ years,B,RENT,medical,Fully Paid,Feb-2016
8650,8.39,46000.0,9 years,A,MORTGAGE,debt_consolidation,Charged Off,Aug-2014
15000,11.8,120000.0,2 years,B,RENT,other,Current,Dec-2018
8500,9.76,63000.0,1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2015
10000,12.62,40000.0,6 years,C,RENT,debt_consolidation,Current,Aug-2017
15000,5.32,79000.0,10+ years,A,OWN,credit_card,Current,Aug-2016
20000,16.29,65000.0,1 year,C,RENT,debt_consolidation,Charged Off,Dec-2012
12600,9.49,64000.0,10+ years,B,OWN,debt_consolidation,Fully Paid,Aug-2016
11200,9.17,49732.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Apr-2015
12800,24.5,50000.0,3 years,F,RENT,small_business,Fully Paid,Jan-2014
4800,6.19,63000.0,2 years,A,RENT,debt_consolidation,Fully Paid,Jun-2018
4800,15.07,35000.0,9 years,E,RENT,car,Does not meet the credit policy. Status:Fully Paid,Jul-2008
11000,6.89,50000.0,6 years,A,RENT,credit_card,Fully Paid,Jul-2015
6500,5.42,35352.0,,A,MORTGAGE,credit_card,Fully Paid,Sep-2011
8500,19.99,25000.0,2 years,E,OWN,home_improvement,Fully Paid,Sep-2015
5375,18.99,42000.0,2 years,E,RENT,debt_consolidation,Fully Paid,May-2014
8500,12.12,36000.0,6 years,B,RENT,debt_consolidation,Fully Paid,Jun-2013
30000,7.89,189000.0,4 years,A,OWN,debt_consolidation,Fully Paid,Feb-2016
14000,10.33,50000.0,< 1 year,B,RENT,debt_consolidation,Current,Nov-2018
12000,7.99,120000.0,< 1 year,A,MORTGAGE,debt_consolidation,Fully Paid,Aug-2016
5000,9.44,38000.0,5 years,B,RENT,debt_consolidation,Current,Oct-2017
16000,10.42,90000.0,1 year,B,RENT,other,Current,Nov-2017
8000,7.9,110000.0,< 1 year,A,OWN,debt_consolidation,Charged Off,Jan-2014
