loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d,dti
17000,12.39,39000.0,8,C,RENT,debt_consolidation,default,2015-01-01,8.34
33050,12.74,420000.0,8,C,MORTGAGE,debt_consolidation,default,2017-03-01,19.53
20000,7.26,75000.0,5,A,MORTGAGE,credit_card,non_default,2015-08-01,27.36
12175,14.49,43000.0,5,C,RENT,credit_card,non_default,2014-07-01,16.61
20000,7.26,175000.0,9,A,RENT,debt_consolidation,non_default,2015-11-01,4.4
32500,15.61,65000.0,4,D,MORTGAGE,debt_consolidation,non_default,2015-10-01,29.19
35000,10.65,180000.0,10,B,MORTGAGE,debt_consolidation,non_default,2012-02-01,10.21
18000,13.33,55000.0,1,C,MORTGAGE,debt_consolidation,non_default,2015-02-01,15.6
19775,15.61,45000.0,5,C,RENT,credit_card,non_default,2013-11-01,30.48
9600,13.33,56000.0,5,C,RENT,debt_consolidation,non_default,2015-07-01,20.81
35000,12.29,210000.0,10,C,MORTGAGE,credit_card,non_default,2015-06-01,6.73
25000,14.46,100000.0,10,C,RENT,other,non_default,2016-03-01,11.59
14400,21.45,85000.0,0,D,MORTGAGE,debt_consolidation,non_default,2017-12-01,16.53
8000,6.92,85000.0,10,A,MORTGAGE,credit_card,non_default,2015-03-01,26.75
6000,11.53,65000.0,Unknown,B,RENT,car,non_default,2015-07-01,13.29
20000,13.99,60000.0,3,C,MORTGAGE,debt_consolidation,non_default,2015-08-01,18.72
10000,12.49,108000.0,10,B,MORTGAGE,debt_consolidation,non_default,2014-07-01,24.92
14000,13.99,38000.0,6,C,RENT,debt_consolidation,non_default,2015-10-01,8.15
20775,12.59,49500.0,8,C,RENT,debt_consolidation,non_default,2015-11-01,21.84
4300,17.57,45000.0,10,D,MORTGAGE,medical,non_default,2014-08-01,9.92
4200,16.55,70000.0,5,D,RENT,other,non_default,2015-11-01,10.74
3000,9.44,22300.0,Unknown,B,OWN,other,non_default,2017-12-01,20.34
5600,9.75,41000.0,8,B,RENT,credit_card,non_default,2016-02-01,15.08
10000,9.17,81000.0,Unknown,B,RENT,credit_card,non_default,2015-05-01,14.98
21000,11.49,100000.0,1,B,RENT,debt_consolidation,non_default,2017-01-01,17.05
4800,15.31,65000.0,Unknown,C,MORTGAGE,debt_consolidation,non_default,2014-04-01,10.72
9750,13.11,37000.0,3,B,OWN,debt_consolidation,non_default,2013-06-01,22.65
24000,26.3,75000.0,0,E,RENT,debt_consolidation,default,2017-08-01,11.42
9000,28.14,75000.0,0,G,RENT,debt_consolidation,non_default,2016-02-01,18.58
3000,10.42,139900.0,10,B,MORTGAGE,medical,non_default,2017-09-01,15.04
10000,21.18,92000.0,2,E,MORTGAGE,debt_consolidation,non_default,2016-03-01,14.17
11200,13.49,43000.0,2,C,RENT,debt_consolidation,non_default,2016-07-01,27.57
29250,13.99,65000.0,10,C,MORTGAGE,home_improvement,non_default,2016-10-01,23.28
16150,17.86,45000.0,2,D,OWN,other,non_default,2015-05-01,16.96
22400,17.27,85000.0,10,C,MORTGAGE,debt_consolidation,non_default,2013-06-01,28.64
12600,15.61,55000.0,10,D,RENT,debt_consolidation,non_default,2014-07-01,27.62
27575,19.05,157500.0,6,D,MORTGAGE,home_improvement,non_default,2012-12-01,10.61
15400,12.69,35000.0,4,C,MORTGAGE,debt_consolidation,non_default,2015-07-01,22.15
20000,5.32,400000.0,10,A,MORTGAGE,debt_consolidation,non_default,2016-02-01,9.64
28000,13.99,206000.0,10,C,MORTGAGE,credit_card,non_default,2015-08-01,17.68
2000,11.49,30000.0,3,B,RENT,debt_consolidation,non_default,2017-03-01,20.84
6000,12.72,44447.08,8,C,MORTGAGE,debt_consolidation,non_default,2008-11-01,3.08
7200,13.59,32240.0,4,C,MORTGAGE,credit_card,non_default,2017-05-01,21.89
12000,7.9,80000.0,10,A,MORTGAGE,credit_card,non_default,2013-11-01,11.31
2400,14.08,30720.0,1,C,RENT,debt_consolidation,non_default,2017-06-01,4.77
15000,9.76,60000.0,10,B,RENT,debt_consolidation,non_default,2015-12-01,11.78
25000,14.65,96400.0,2,C,MORTGAGE,debt_consolidation,non_default,2015-06-01,18.18
20000,9.99,80000.0,0,B,RENT,credit_card,non_default,2015-10-01,5.1
11500,6.49,41600.0,7,A,RENT,debt_consolidation,non_default,2015-01-01,17.46
10000,7.97,43000.0,10,A,MORTGAGE,debt_consolidation,non_default,2017-05-01,25.62
8000,10.9,44839.0,10,B,MORTGAGE,car,non_default,2018-04-01,35.84
7150,14.65,19546.8,Unknown,C,OWN,debt_consolidation,non_default,2015-03-01,30.77
15000,6.49,130000.0,10,A,MORTGAGE,credit_card,non_default,2014-08-01,6.66
1000,15.21,12000.0,Unknown,D,RENT,other,default,2010-06-01,22.2
4075,28.14,14200.0,Unknown,G,RENT,debt_consolidation,non_default,2016-02-01,35.67
15250,18.49,75000.0,10,D,RENT,credit_card,non_default,2012-12-01,29.95
35000,13.18,130000.0,3,C,MORTGAGE,debt_consolidation,default,2015-12-01,23.78
11400,18.25,30000.0,2,E,RENT,credit_card,default,2015-04-01,35.24
5000,8.19,51000.0,3,A,RENT,credit_card,non_default,2015-01-01,17.44
33825,14.64,77000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-03-01,17.13
20000,7.89,52000.0,3,A,MORTGAGE,debt_consolidation,non_default,2016-03-01,22.36
8000,9.17,31200.0,0,B,MORTGAGE,debt_consolidation,default,2015-09-01,31.96
22400,17.76,83500.0,10,D,MORTGAGE,debt_consolidation,non_default,2013-10-01,18.93
20000,10.15,70000.0,2,B,RENT,credit_card,non_default,2014-05-01,16.0
5000,15.31,50000.0,10,C,RENT,small_business,non_default,2016-03-01,37.83
16000,15.05,13370.0,Unknown,C,MORTGAGE,credit_card,default,2017-08-01,56.1
20000,8.49,160000.0,9,B,MORTGAGE,debt_consolidation,non_default,2016-01-01,16.77
10000,17.76,65000.0,5,D,MORTGAGE,debt_consolidation,non_default,2013-10-01,28.42
10000,16.29,49000.0,4,C,MORTGAGE,debt_consolidation,default,2012-07-01,31.23
22750,15.31,80000.0,Unknown,C,MORTGAGE,credit_card,non_default,2013-05-01,23.82
5000,9.17,28350.4,3,B,OWN,debt_consolidation,non_default,2015-07-01,22.35
35000,9.17,150000.0,10,B,MORTGAGE,credit_card,non_default,2016-01-01,8.69
35000,16.99,185000.0,4,D,MORTGAGE,debt_consolidation,non_default,2015-10-01,11.27
14000,14.33,85000.0,8,C,RENT,debt_consolidation,non_default,2013-02-01,16.81
20000,13.99,55000.0,5,C,MORTGAGE,debt_consolidation,default,2015-06-01,18.92
24100,7.9,135000.0,10,A,RENT,debt_consolidation,non_default,2014-04-01,15.72
12000,6.99,100000.0,0,A,RENT,debt_consolidation,non_default,2015-12-01,6.9
28000,8.9,85000.0,7,A,MORTGAGE,small_business,non_default,2012-02-01,2.98
6000,7.91,100000.0,1,A,MORTGAGE,debt_consolidation,non_default,2016-01-01,13.79
11650,19.53,80000.0,10,D,RENT,other,non_default,2016-03-01,25.01
14975,18.25,41600.0,0,D,RENT,debt_consolidation,non_default,2016-05-01,11.87
36000,11.39,72000.0,5,B,RENT,home_improvement,non_default,2016-11-01,5.57
6500,6.67,110000.0,10,A,MORTGAGE,credit_card,non_default,2018-08-01,28.39
4000,14.3,95000.0,5,C,RENT,debt_consolidation,non_default,2013-11-01,10.97
5000,11.47,75000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-02-01,11.3
10000,5.32,45000.0,7,A,OWN,debt_consolidation,non_default,2016-08-01,9.25
35000,13.99,250000.0,4,C,MORTGAGE,credit_card,default,2015-04-01,19.5
1600,18.99,37000.0,3,D,OWN,vacation,default,2016-02-01,23.87
26925,14.99,71000.0,9,C,MORTGAGE,debt_consolidation,non_default,2014-08-01,26.57
24000,17.99,120000.0,2,D,RENT,credit_card,default,2017-02-01,19.16
12000,5.32,118500.0,0,A,MORTGAGE,debt_consolidation,non_default,2016-02-01,13.35
25000,16.99,50000.0,3,D,MORTGAGE,credit_card,non_default,2015-06-01,20.67
22500,13.99,65000.0,9,C,RENT,debt_consolidation,non_default,2015-02-01,28.9
10000,11.99,32500.0,3,C,RENT,debt_consolidation,non_default,2016-03-01,8.9
32000,24.11,90000.0,3,F,RENT,debt_consolidation,non_default,2016-03-01,13.45
29000,15.05,80000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-11-01,11.45
12000,17.1,109000.0,10,C,MORTGAGE,debt_consolidation,non_default,2013-10-01,17.35
6500,10.91,45000.0,10,B,OWN,debt_consolidation,non_default,2017-05-01,18.02
15000,16.29,105000.0,10,C,MORTGAGE,debt_consolidation,default,2013-04-01,12.95
10000,11.99,80000.0,2,B,RENT,credit_card,non_default,2013-11-01,8.87
35000,21.49,120000.0,10,D,MORTGAGE,debt_consolidation,default,2016-12-01,16.02
9450,13.35,145000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-07-01,5.65
21000,7.49,77000.0,10,A,MORTGAGE,credit_card,non_default,2015-01-01,38.03
13000,26.77,26000.0,0,G,RENT,small_business,non_default,2015-08-01,16.44
16375,22.45,85000.0,1,E,MORTGAGE,debt_consolidation,default,2016-02-01,13.05
8600,15.59,64000.0,10,D,RENT,debt_consolidation,non_default,2014-11-01,20.8
15000,16.29,62000.0,5,C,RENT,credit_card,non_default,2013-06-01,14.69
12000,8.59,54000.0,2,A,RENT,car,default,2016-08-01,3.09
16000,17.27,58240.0,1,D,RENT,debt_consolidation,default,2016-01-01,15.91
3000,17.19,19200.0,0,E,RENT,debt_consolidation,non_default,2010-01-01,5.13
24000,11.99,80000.0,3,C,RENT,credit_card,non_default,2016-01-01,10.56
1000,9.44,40000.0,5,B,OWN,credit_card,non_default,2017-10-01,7.83
24000,16.99,90000.0,1,D,MORTGAGE,debt_consolidation,non_default,2015-05-01,17.59
12000,5.32,62000.0,3,A,MORTGAGE,home_improvement,non_default,2016-04-01,20.79
18875,15.99,100900.0,5,C,MORTGAGE,debt_consolidation,non_default,2017-02-01,24.55
12600,6.68,54000.0,10,A,MORTGAGE,credit_card,default,2015-02-01,22.76
16000,14.99,56500.0,Unknown,C,RENT,debt_consolidation,non_default,2017-03-01,26.35
10900,14.46,157007.0,8,C,RENT,debt_consolidation,non_default,2016-04-01,17.18
7975,12.29,31200.0,9,C,MORTGAGE,debt_consolidation,default,2015-04-01,31.24
20000,7.89,75500.0,10,A,RENT,home_improvement,non_default,2015-10-01,25.54
19200,10.15,60000.0,10,B,MORTGAGE,home_improvement,non_default,2014-09-01,30.42
8000,10.75,139000.0,10,B,MORTGAGE,medical,non_default,2016-04-01,20.4
3000,7.21,98000.0,10,A,OWN,major_purchase,non_default,2017-08-01,2.82
3000,11.12,106000.0,3,B,RENT,debt_consolidation,non_default,2010-10-01,14.57
15000,16.55,35200.0,7,D,MORTGAGE,debt_consolidation,default,2015-10-01,32.7
22000,10.42,105000.0,10,B,MORTGAGE,debt_consolidation,non_default,2017-10-01,25.63
10925,30.79,38000.0,1,G,RENT,debt_consolidation,default,2017-07-01,22.99
6000,6.49,25000.0,0,A,MORTGAGE,debt_consolidation,non_default,2014-09-01,18.39
32000,21.98,80000.0,2,E,MORTGAGE,credit_card,default,2012-10-01,28.88
18000,15.02,45000.0,0,C,RENT,credit_card,non_default,2018-09-01,36.27
6150,18.25,27000.0,3,E,RENT,credit_card,non_default,2015-07-01,32.44
4000,15.22,65000.0,8,C,OWN,major_purchase,non_default,2013-08-01,7.91
15000,11.49,75000.0,6,B,MORTGAGE,debt_consolidation,non_default,2016-07-01,17.55
12000,17.97,50000.0,10,D,OWN,debt_consolidation,non_default,2018-08-01,12.65
6000,14.99,15852.0,Unknown,C,RENT,debt_consolidation,non_default,2014-10-01,20.89
21000,11.14,124200.0,5,B,MORTGAGE,debt_consolidation,non_default,2013-06-01,22.22
11500,14.08,28800.0,0,C,MORTGAGE,debt_consolidation,default,2017-07-01,16.79
15000,11.49,96700.0,1,B,RENT,other,non_default,2016-10-01,16.87
3000,12.99,32100.0,0,C,RENT,credit_card,non_default,2016-05-01,20.34
15000,13.33,75000.0,10,C,RENT,credit_card,default,2015-05-01,21.76
35000,25.69,138290.0,Unknown,F,MORTGAGE,other,non_default,2016-08-01,9.27
5875,13.33,29000.0,6,C,RENT,debt_consolidation,non_default,2015-07-01,21.11
8000,16.29,37000.0,10,C,RENT,debt_consolidation,non_default,2013-03-01,20.34
28000,15.41,70000.0,9,D,MORTGAGE,home_improvement,non_default,2015-12-01,15.36
15600,12.35,165000.0,3,B,OWN,debt_consolidation,non_default,2013-09-01,11.85
9000,5.32,45000.0,3,A,RENT,credit_card,non_default,2016-04-01,7.07
22575,18.54,120000.0,3,E,MORTGAGE,debt_consolidation,non_default,2015-01-01,26.63
18800,9.16,88000.0,10,B,RENT,credit_card,non_default,2016-04-01,11.67
10000,19.47,40000.0,7,D,RENT,debt_consolidation,non_default,2014-04-01,14.79
19700,6.03,80000.0,6,A,MORTGAGE,credit_card,non_default,2014-06-01,9.9
8000,6.92,203000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-03-01,9.62
7500,7.89,31000.0,2,A,RENT,car,non_default,2015-06-01,10.26
4000,8.19,75000.0,2,A,RENT,debt_consolidation,non_default,2015-02-01,10.9
3250,10.07,28000.0,10,B,MORTGAGE,credit_card,non_default,2018-05-01,18.69
6025,12.29,65000.0,5,C,RENT,debt_consolidation,non_default,2015-07-01,12.09
19125,16.29,44000.0,4,C,RENT,debt_consolidation,non_default,2013-05-01,29.54
12000,14.09,62000.0,0,B,RENT,debt_consolidation,non_default,2012-09-01,16.66
15000,7.9,175000.0,9,A,RENT,credit_card,non_default,2014-01-01,14.07
8000,13.59,70000.0,1,C,RENT,credit_card,non_default,2017-08-01,17.62
16000,16.02,71000.0,10,C,RENT,major_purchase,non_default,2018-01-01,31.9
8000,9.17,30000.0,2,B,RENT,credit_card,non_default,2015-08-01,24.0
9600,11.98,57000.0,10,B,MORTGAGE,credit_card,non_default,2018-03-01,17.41
6000,12.29,51000.0,8,C,MORTGAGE,debt_consolidation,non_default,2015-04-01,8.31
12000,6.49,119000.0,10,A,OWN,vacation,non_default,2016-03-01,14.46
14000,6.68,160000.0,1,A,RENT,debt_consolidation,non_default,2015-03-01,7.47
4000,11.53,85000.0,2,B,MORTGAGE,home_improvement,non_default,2015-09-01,24.27
15000,12.05,61000.0,4,C,RENT,debt_consolidation,non_default,2015-11-01,5.33
20000,12.59,48000.0,7,C,RENT,debt_consolidation,non_default,2015-11-01,10.38
2500,11.99,73000.0,10,B,RENT,credit_card,non_default,2013-12-01,7.13
13000,7.69,102000.0,9,A,RENT,credit_card,non_default,2014-06-01,12.05
10400,21.49,39500.0,8,D,RENT,debt_consolidation,non_default,2016-07-01,28.71
6100,26.06,40280.0,0,F,OWN,moving,default,2016-02-01,15.14
30000,21.85,86000.0,10,D,MORTGAGE,other,default,2018-05-01,8.36
14400,11.55,75000.0,7,B,MORTGAGE,credit_card,non_default,2013-07-01,14.62
12800,10.15,42000.0,7,B,MORTGAGE,debt_consolidation,non_default,2014-10-01,23.17
12800,6.92,65000.0,10,A,MORTGAGE,credit_card,default,2015-04-01,5.17
7200,11.49,45000.0,8,B,RENT,debt_consolidation,non_default,2015-11-01,14.88
10000,7.96,51000.0,3,A,RENT,credit_card,default,2018-04-01,25.5
12000,6.99,90000.0,4,A,MORTGAGE,home_improvement,non_default,2017-03-01,10.08
30000,12.29,90000.0,10,C,RENT,debt_consolidation,non_default,2015-02-01,22.23
24925,16.99,195000.0,10,D,RENT,debt_consolidation,non_default,2015-04-01,5.37
20000,5.32,353000.0,10,A,RENT,credit_card,non_default,2016-06-01,0.31
12000,7.69,32000.0,7,A,MORTGAGE,debt_consolidation,non_default,2014-08-01,29.11
14400,20.49,110000.0,2,E,RENT,other,default,2015-03-01,29.81
12000,14.99,105000.0,8,C,MORTGAGE,other,default,2017-05-01,9.36
5000,10.75,75000.0,6,B,RENT,debt_consolidation,default,2016-03-01,17.76
5000,12.61,28000.0,10,C,MORTGAGE,debt_consolidation,non_default,2018-03-01,17.87
15000,12.59,75000.0,2,C,RENT,debt_consolidation,non_default,2015-11-01,5.07
7000,13.67,129391.0,2,C,RENT,other,non_default,2015-12-01,27.82
6000,7.89,70000.0,10,A,OWN,debt_consolidation,non_default,2015-04-01,13.75
8225,23.99,24500.0,10,E,RENT,debt_consolidation,default,2016-11-01,34.74
20000,11.47,122000.0,10,B,RENT,debt_consolidation,non_default,2016-02-01,24.65
28000,16.55,101500.0,10,D,MORTGAGE,debt_consolidation,non_default,2015-09-01,14.41
4375,23.4,50000.0,4,E,RENT,house,non_default,2013-12-01,3.74
10000,30.75,49000.0,10,F,RENT,debt_consolidation,non_default,2017-07-01,25.67
35000,6.92,100000.0,Unknown,A,MORTGAGE,other,non_default,2015-03-01,19.49
24000,22.39,70000.0,0,E,MORTGAGE,debt_consolidation,non_default,2016-07-01,18.72
5000,6.24,31096.0,3,A,RENT,debt_consolidation,non_default,2015-05-01,23.89
18000,13.65,64000.0,5,C,OWN,debt_consolidation,non_default,2014-02-01,31.67
14000,10.75,62000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-02-01,14.52
17000,8.39,80000.0,1,B,RENT,credit_card,non_default,2016-04-01,14.75
24000,12.69,93500.0,6,C,RENT,debt_consolidation,non_default,2015-03-01,30.47
9000,12.29,43000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-03-01,22.8
8000,17.77,58932.0,4,D,RENT,major_purchase,non_default,2012-09-01,17.65
12000,19.99,70000.0,4,D,MORTGAGE,home_improvement,non_default,2016-09-01,4.8
20000,6.89,90000.0,8,A,OWN,home_improvement,non_default,2015-09-01,16.05
20000,9.99,105000.0,7,B,OWN,debt_consolidation,non_default,2015-11-01,22.01
22800,14.31,120000.0,8,C,MORTGAGE,medical,non_default,2014-11-01,12.45
23500,19.2,150000.0,10,D,RENT,debt_consolidation,default,2013-12-01,8.33
33425,19.24,170000.0,10,E,MORTGAGE,debt_consolidation,non_default,2015-01-01,23.98
30000,13.99,95000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-08-01,11.6
32000,9.17,96000.0,3,B,MORTGAGE,debt_consolidation,non_default,2015-10-01,25.33
10000,17.99,74000.0,10,D,MORTGAGE,home_improvement,non_default,2016-12-01,16.43
12000,10.91,54000.0,1,B,MORTGAGE,debt_consolidation,non_default,2017-09-01,26.29
16000,6.49,130000.0,6,A,RENT,car,non_default,2014-12-01,5.51
9325,16.99,40000.0,1,D,MORTGAGE,debt_consolidation,default,2016-12-01,26.13
5600,8.99,49000.0,7,B,RENT,debt_consolidation,non_default,2016-10-01,23.05
25000,8.19,155000.0,1,A,MORTGAGE,debt_consolidation,non_default,2015-01-01,11.88
12000,15.99,70000.0,5,D,RENT,small_business,non_default,2014-12-01,1.03
10000,7.9,50000.0,3,A,RENT,credit_card,default,2014-01-01,28.25
19475,25.88,69000.0,3,F,RENT,debt_consolidation,non_default,2016-04-01,19.25
3000,15.8,32240.0,0,C,MORTGAGE,debt_consolidation,non_default,2012-11-01,31.34
16000,15.27,69000.0,4,C,RENT,other,non_default,2012-02-01,14.43
6150,6.24,40000.0,5,A,RENT,credit_card,non_default,2015-06-01,6.23
15600,13.49,145000.0,10,C,MORTGAGE,credit_card,non_default,2016-06-01,6.79
16000,16.99,70000.0,10,D,RENT,debt_consolidation,default,2015-10-01,22.0
7000,13.59,24000.0,1,C,RENT,other,default,2017-05-01,17.8
35000,19.22,110000.0,10,D,MORTGAGE,credit_card,non_default,2014-01-01,32.16
25000,6.89,70000.0,7,A,MORTGAGE,debt_consolidation,non_default,2015-11-01,21.98
15000,8.39,40000.0,10,A,OWN,credit_card,non_default,2014-05-01,26.22
15000,10.99,100000.0,2,B,MORTGAGE,debt_consolidation,default,2015-05-01,10.18
20000,7.39,74000.0,10,A,MORTGAGE,credit_card,default,2016-04-01,12.08
5700,12.49,45000.0,10,B,MORTGAGE,credit_card,non_default,2014-05-01,7.92
16800,17.57,93000.0,10,D,MORTGAGE,debt_consolidation,non_default,2014-04-01,14.85
14000,7.62,90000.0,1,A,MORTGAGE,home_improvement,non_default,2014-04-01,4.01
15000,12.61,31680.0,8,C,RENT,small_business,default,2010-12-01,13.11
16000,15.61,52500.0,7,C,RENT,credit_card,non_default,2013-10-01,11.04
12000,11.55,130000.0,2,B,MORTGAGE,home_improvement,non_default,2013-07-01,20.17
15000,12.85,86000.0,Unknown,B,MORTGAGE,other,non_default,2013-12-01,7.92
19200,5.32,83200.0,10,A,MORTGAGE,home_improvement,non_default,2016-06-01,2.08
5000,9.49,40000.0,4,B,MORTGAGE,home_improvement,non_default,2016-10-01,12.24
3600,11.53,49000.0,9,B,MORTGAGE,credit_card,non_default,2015-10-01,14.5
5000,7.99,62000.0,2,A,OWN,debt_consolidation,non_default,2016-08-01,14.89
17675,17.57,52000.0,10,D,RENT,debt_consolidation,default,2015-03-01,17.37
7000,9.8,50000.0,4,B,RENT,car,default,2016-02-01,12.53
2675,12.74,38000.0,6,C,MORTGAGE,credit_card,non_default,2017-01-01,29.41
10000,11.44,95000.0,1,B,OWN,debt_consolidation,non_default,2017-01-01,27.37
17300,14.85,65000.0,9,C,MORTGAGE,debt_consolidation,non_default,2016-01-01,33.22
15000,12.62,45000.0,3,C,RENT,debt_consolidation,non_default,2017-10-01,31.52
24000,13.99,99000.0,10,C,MORTGAGE,debt_consolidation,non_default,2016-10-01,28.92
17000,8.9,120000.0,1,A,MORTGAGE,debt_consolidation,non_default,2013-11-01,6.47
16000,14.3,65000.0,10,C,MORTGAGE,credit_card,non_default,2013-10-01,33.67
9800,9.16,51000.0,10,B,RENT,debt_consolidation,default,2016-02-01,23.55
21600,12.62,118000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-11-01,10.29
21000,17.27,65000.0,Unknown,D,MORTGAGE,other,default,2016-05-01,9.8
32000,29.49,91000.0,3,F,RENT,major_purchase,default,2016-12-01,3.34
16000,8.49,85000.0,10,B,RENT,debt_consolidation,non_default,2015-12-01,12.95
6000,9.17,38000.0,0,B,RENT,car,default,2016-01-01,2.56
3000,13.35,110000.0,10,C,MORTGAGE,home_improvement,default,2014-10-01,8.31
11500,12.12,35000.0,10,B,RENT,debt_consolidation,non_default,2013-05-01,9.09
5600,12.29,30160.0,3,C,RENT,debt_consolidation,non_default,2015-04-01,11.1
10000,17.99,70000.0,10,D,MORTGAGE,major_purchase,non_default,2016-11-01,31.01
9650,19.24,26815.0,2,E,RENT,debt_consolidation,non_default,2015-01-01,39.83
10400,11.14,60000.0,1,B,RENT,debt_consolidation,non_default,2012-08-01,15.98
14000,7.07,125000.0,3,A,MORTGAGE,debt_consolidation,non_default,2017-06-01,8.1
12000,24.85,41000.0,5,E,MORTGAGE,vacation,default,2017-08-01,46.78
16000,10.99,146000.0,3,B,RENT,other,non_default,2015-10-01,8.22
19700,15.61,39429.0,Unknown,D,RENT,debt_consolidation,non_default,2015-05-01,36.02
14000,5.32,65000.0,8,A,OWN,home_improvement,non_default,2016-05-01,10.97
23000,7.9,112000.0,3,A,RENT,debt_consolidation,non_default,2012-02-01,14.22
6725,22.35,109000.0,2,E,RENT,debt_consolidation,non_default,2016-05-01,9.34
21600,14.31,185000.0,10,C,RENT,credit_card,non_default,2015-02-01,14.26
4000,11.67,30000.0,10,B,RENT,debt_consolidation,default,2014-05-01,6.64
35000,17.86,100000.0,2,D,RENT,debt_consolidation,non_default,2015-01-01,19.04
10000,12.62,63000.0,10,C,RENT,debt_consolidation,default,2018-02-01,12.61
20475,18.84,61000.0,2,E,MORTGAGE,debt_consolidation,non_default,2015-05-01,9.84
36000,9.92,70000.0,2,B,RENT,house,default,2018-04-01,8.95
15625,12.39,52000.0,9,C,RENT,debt_consolidation,non_default,2014-11-01,19.43
21250,16.78,72612.0,10,C,MORTGAGE,debt_consolidation,non_default,2013-08-01,31.16
35000,15.61,100000.0,1,D,MORTGAGE,debt_consolidation,non_default,2014-05-01,24.2
10000,11.99,59000.0,1,B,RENT,debt_consolidation,non_default,2015-01-01,9.01
17600,20.5,51000.0,10,E,MORTGAGE,debt_consolidation,non_default,2013-12-01,27.27
10000,13.33,50000.0,2,C,RENT,debt_consolidation,non_default,2015-02-01,19.52
18000,5.32,96000.0,10,A,MORTGAGE,credit_card,non_default,2015-12-01,16.78
10000,19.48,51000.0,3,E,RENT,debt_consolidation,non_default,2016-01-01,20.31
10000,9.44,80000.0,5,B,MORTGAGE,credit_card,non_default,2017-06-01,18.94
13250,16.2,50000.0,7,C,RENT,debt_consolidation,non_default,2013-10-01,30.98
15000,8.24,75000.0,10,B,MORTGAGE,credit_card,non_default,2017-03-01,28.75
21000,11.22,115000.0,10,B,MORTGAGE,credit_card,default,2015-12-01,19.88
30000,9.67,73000.0,1,B,MORTGAGE,credit_card,non_default,2014-01-01,20.75
16150,12.99,78000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-10-01,18.17
18000,12.12,75000.0,10,B,MORTGAGE,debt_consolidation,non_default,2012-11-01,24.22
20400,14.99,65000.0,5,C,MORTGAGE,credit_card,default,2014-10-01,28.86
15000,6.89,88000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-09-01,33.85
10800,9.17,50000.0,7,B,RENT,debt_consolidation,non_default,2015-10-01,29.5
25000,7.89,250000.0,8,A,MORTGAGE,debt_consolidation,non_default,2015-05-01,21.19
4000,13.92,31609.52,4,C,RENT,other,non_default,2010-01-01,17.77
20000,12.69,102000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-10-01,10.82
8125,13.98,43000.0,0,C,RENT,debt_consolidation,non_default,2014-10-01,14.7
12350,26.3,63500.0,10,E,MORTGAGE,debt_consolidation,default,2018-02-01,19.18
18000,12.99,61000.0,4,C,RENT,debt_consolidation,default,2014-10-01,21.45
24000,8.9,85000.0,10,A,MORTGAGE,debt_consolidation,non_default,2014-03-01,19.7
35000,20.99,111000.0,Unknown,E,RENT,small_business,default,2015-12-01,17.28
11000,17.57,55000.0,3,D,RENT,debt_consolidation,default,2015-12-01,27.67
8000,9.99,24000.0,2,B,OWN,credit_card,non_default,2013-09-01,22.55
5000,11.49,53000.0,3,B,RENT,debt_consolidation,non_default,2017-02-01,2.26
10000,16.59,82000.0,10,D,RENT,debt_consolidation,non_default,2014-04-01,23.39
15000,17.14,50000.0,0,D,RENT,debt_consolidation,default,2014-11-01,35.4
16000,16.59,108000.0,10,D,MORTGAGE,credit_card,non_default,2014-04-01,6.3
6400,21.67,50000.0,Unknown,E,MORTGAGE,debt_consolidation,default,2015-04-01,13.23
20000,7.69,50000.0,8,A,MORTGAGE,credit_card,non_default,2014-07-01,29.07
9000,17.14,25000.0,2,D,RENT,major_purchase,default,2015-01-01,29.49
15000,16.99,80000.0,8,D,MORTGAGE,debt_consolidation,default,2015-07-01,18.65
6500,6.03,100000.0,5,A,MORTGAGE,debt_consolidation,non_default,2012-06-01,10.12
14000,19.99,89000.0,10,E,MORTGAGE,debt_consolidation,default,2016-04-01,10.75
20800,6.03,84000.0,10,A,MORTGAGE,credit_card,non_default,2014-05-01,18.23
11000,12.39,60000.0,3,C,OWN,debt_consolidation,non_default,2014-12-01,16.04
11400,13.65,48000.0,3,C,RENT,debt_consolidation,non_default,2014-03-01,32.33
14500,15.61,33000.0,10,D,RENT,debt_consolidation,default,2015-10-01,31.89
16575,20.0,50000.0,6,D,RENT,credit_card,non_default,2017-06-01,19.92
22400,12.29,88000.0,10,C,RENT,debt_consolidation,non_default,2015-04-01,21.3
16000,18.85,133000.0,8,D,MORTGAGE,debt_consolidation,non_default,2013-08-01,10.13
17000,9.8,135000.0,4,B,MORTGAGE,debt_consolidation,non_default,2016-01-01,17.5
